,OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,NumberOfUse,BuildingAge,SiteEnergyUse(log(kBtu))
143,231,SPS-District K-12,Education,Lake union,2010,1.0,3,127776,0,127776,Education,127776.0,Without,0.0,Without,0.0,75.0,100.0,4748137.0,0.0,3729930.0,1018207.0,Error - Correct Default Data,Not outlier,80.08,0.63,1,6,15.373262888549842
145,233,Nonresidential COS,Other,Lake union,1900,1.0,1,50000,0,50000,Entertainment,43000.0,Without,0.0,Without,0.0,,368.8999939,7548807.0,0.0,3797924.0,3750882.0,Compliant,Not outlier,225.69,4.51,1,116,15.836900095494766
146,234,Nonresidential COS,Warehouse,Magnolia / queen anne,1926,1.0,2,50292,0,50292,Warehouse,42345.0,Residence Hall,5000.0,Office,4730.0,,25.10000038,430473.6875,0.0,430474.0,0.0,Compliant,Not outlier,3.0,0.06,4,90,12.972641480192191
147,235,NonResidential,Hotel,Magnolia / queen anne,1998,1.0,7,207656,54341,153315,Hotel,141591.0,Without,0.0,Without,0.0,76.0,164.5,11171988.0,0.0,5530787.0,5641200.0,Compliant,Not outlier,338.16,1.63,1,18,16.22892013193277
148,237,SPS-District K-12,Education,Ballard,1999,1.0,2,67235,0,67235,Education,67235.0,Without,0.0,Without,0.0,89.0,84.30000305,2284133.75,0.0,1564728.0,719406.0,Error - Correct Default Data,Not outlier,49.12,0.73,1,17,14.641497407588153
150,239,SPS-District K-12,Education,Southwest,1991,1.0,3,58118,0,58118,Education,59014.0,Without,0.0,Without,0.0,97.0,66.09999847,1407277.25,0.0,1158457.0,248820.0,Error - Correct Default Data,Not outlier,21.29,0.37,1,25,14.15716736714661
151,241,NonResidential,Hotel,Northwest,1968,1.0,4,64893,0,64893,Hotel,64893.0,Without,0.0,Without,0.0,70.0,184.6999969,6197825.0,0.0,2620548.0,3577277.0,Compliant,Not outlier,208.26,3.21,1,48,15.63970898201673
153,243,SPS-District K-12,Education,Greater duwamish,1925,1.0,1,70762,0,70762,Education,70762.0,Without,0.0,Without,0.0,87.0,68.0,3606416.0,0.0,491106.0,3115310.0,Error - Correct Default Data,Not outlier,168.88,2.39,1,91,15.098225039374984
154,244,NonResidential,Office,Downtown,1900,1.0,3,44558,0,44558,Office,34416.0,Self-Storage Facility,7672.0,Restaurant/Bar,2470.0,78.0,101.3000031,1677002.25,0.0,1317637.0,359365.0,Compliant,Not outlier,28.27,0.63,3,116,14.33251838248602
155,245,NonResidential,Other,Greater duwamish,1999,1.0,6,1585960,327680,1258280,Entertainment,1585960.0,Parking,0.0,Without,0.0,,104.6999969,59757440.0,0.0,49439914.0,10317518.0,Compliant,Not outlier,892.63,0.56,2,17,17.90580425985252
156,247,Nonresidential COS,Distribution Center,Greater duwamish,1924,1.0,2,179161,0,179161,Distribution Center,117476.0,Office,37321.0,Other,25543.0,,156.3000031,9436408.0,0.0,8772104.0,664302.0,Compliant,Not outlier,96.43,0.54,4,92,16.060085957235387
158,249,NonResidential,Other,Greater duwamish,1999,1.0,3,1172127,0,1172127,Entertainment,1172127.0,Without,0.0,Without,0.0,,125.0999985,58761304.0,0.0,40622381.0,18138920.0,Compliant,Not outlier,1246.55,1.06,1,17,17.888994100991038
159,250,NonResidential,Hotel,Greater duwamish,2005,1.0,9,168449,14567,153882,Hotel,135006.0,Parking,20600.0,Restaurant/Bar,9216.0,64.0,183.0,12726789.0,0.0,6232233.0,6494555.0,Compliant,Not outlier,388.37,2.31,3,11,16.35921969991006
160,257,NonResidential,Warehouse,Greater duwamish,1916,1.0,4,79600,0,79600,Warehouse,79600.0,Without,0.0,Without,0.0,34.0,95.09999847,2411402.25,0.0,2411402.0,0.0,Compliant,Not outlier,16.81,0.21,1,100,14.69571898273284
161,260,SPS-District K-12,Education,Lake union,1997,1.0,4,241066,0,241066,Education,241066.0,Without,0.0,Without,0.0,79.0,60.79999924,7791957.0,0.0,3096316.0,4695641.0,Error - Correct Default Data,Not outlier,270.97,1.12,1,19,15.868602605808789
162,261,Campus,Office,Greater duwamish,1980,14.0,2,334368,31874,302494,Office,240984.0,Laboratory,72963.0,Other,16766.0,,451.2000122,53466684.0,0.0,45321378.0,8145300.0,Compliant,Not outlier,748.55,2.24,4,36,17.79456928891805
163,263,NonResidential,Other,North,2008,1.0,6,419848,335109,84739,Parking,335109.0,Entertainment,65000.0,Hospital/Residential Care Facility,13567.0,,285.7000122,9134963.0,0.0,6995246.0,2139716.0,Compliant,Not outlier,162.41,0.39,5,8,16.027619697430268
168,273,SPS-District K-12,Education,Delridge,1999,1.0,1,71714,0,71714,Education,71714.0,Without,0.0,Without,0.0,87.0,91.40000153,2371358.0,0.0,1944216.0,427142.0,Error - Correct Default Data,Not outlier,36.24,0.51,1,17,14.678973344792505
169,274,NonResidential,Warehouse,Lake union,1991,1.0,3,75397,8161,67236,Warehouse,67236.0,Parking,8161.0,Without,0.0,91.0,21.70000076,549181.375,0.0,423381.0,125800.0,Compliant,Not outlier,9.63,0.13,2,25,13.216184039336584
171,278,NonResidential,Senior Care Community,Downtown,1999,1.0,5,102796,12611,90185,Senior Care Community,55259.0,Hospital/Residential Care Facility,40091.0,Education,3231.0,,254.3000031,10105379.0,0.0,7428816.0,2676561.0,Compliant,Not outlier,193.94,1.89,6,17,16.128578414301575
172,279,SPS-District K-12,Education,Southwest,2002,1.0,2,208981,0,208981,Education,208981.0,Without,0.0,Without,0.0,80.0,90.0,8164853.0,0.0,4894851.0,3270002.0,Error - Correct Default Data,Not outlier,207.79,0.99,1,14,15.915349280550416
174,281,NonResidential,Education,Northeast,1928,1.0,2,55653,0,55653,Education,55500.0,Without,0.0,Without,0.0,98.0,26.29999924,1377627.0,0.0,6138.0,1371489.0,Compliant,Not outlier,72.88,1.31,1,88,14.135873011766675
175,282,NonResidential,Hotel,Northeast,1931,1.0,16,106860,0,106860,Hotel,106860.0,Without,0.0,Without,0.0,49.0,186.8999939,11935719.0,0.0,3561742.0,8373976.0,Compliant,Not outlier,469.57,4.39,1,85,16.295046058923354
176,283,NonResidential,Office,North,1972,1.0,5,50759,0,50759,Office,47079.0,Restaurant/Bar,3680.0,Without,0.0,62.0,170.3999939,3147042.0,0.0,2558533.0,588509.0,Compliant,Not outlier,49.09,0.97,2,44,14.961973522001337
177,284,NonResidential,Worship Facility,Northeast,1952,1.0,2,56772,0,56772,Worship Facility,56772.0,Without,0.0,Without,0.0,46.0,81.0,2439484.75,0.0,975113.0,1464372.0,Compliant,Not outlier,84.57,1.49,1,64,14.707297406937489
178,285,NonResidential,Worship Facility,Northeast,1952,1.0,3,103000,0,103000,Worship Facility,103000.0,Without,0.0,Without,0.0,42.0,96.90000153,4854429.5,0.0,2338435.0,2515995.0,Compliant,Not outlier,149.93,1.46,1,64,15.395402145078993
179,286,SPS-District K-12,Education,Northeast,2006,1.0,3,269297,0,269297,Education,269297.0,Without,0.0,Without,0.0,80.0,96.80000305,10498344.0,0.0,7203965.0,3294379.0,Error - Correct Default Data,Not outlier,225.19,0.84,1,10,16.166728088403833
180,287,SPS-District K-12,Education,Northeast,2001,1.0,3,75174,0,75174,Education,75174.0,Without,0.0,Without,0.0,77.0,82.40000153,2733846.0,0.0,1589543.0,1144302.0,Error - Correct Default Data,Not outlier,71.86,0.96,1,15,14.82121996695462
181,289,SPS-District K-12,Education,Magnolia / queen anne,2003,1.0,3,75214,0,75214,Education,75214.0,Without,0.0,Without,0.0,88.0,80.80000305,2334260.0,0.0,1733685.0,600575.0,Error - Correct Default Data,Not outlier,43.98,0.58,1,13,14.66320548236827
182,290,SPS-District K-12,Education,Southwest,2005,1.0,3,134918,0,134918,Education,134918.0,Without,0.0,Without,0.0,91.0,74.59999847,3822102.5,0.0,2895105.0,926998.0,Error - Correct Default Data,Not outlier,69.42,0.51,1,11,15.156311221842424
183,291,SPS-District K-12,Education,Central,1991,1.0,2,64414,0,64414,Education,65310.0,Without,0.0,Without,0.0,67.0,110.3000031,2295176.5,0.0,2295176.0,0.0,Error - Correct Default Data,Not outlier,16.0,0.25,1,25,14.646320304837726
184,292,SPS-District K-12,Education,Northwest,1927,1.0,3,92437,0,92437,Education,92437.0,Without,0.0,Without,0.0,78.0,74.40000153,4626443.0,0.0,967866.0,3658577.0,Error - Correct Default Data,Not outlier,201.05,2.17,1,89,15.347298880266784
185,293,NonResidential,Other,Downtown,1914,1.0,7,128766,0,128766,Entertainment,109754.0,Other,12876.0,Office,6136.0,,142.3999939,6057410.0,0.0,5732650.0,324760.0,Compliant,Not outlier,57.21,0.44,3,102,15.616792873947915
186,294,NonResidential,Residence Hall,Downtown,1913,1.0,9,107572,0,107572,Residence Hall,63934.0,Office,27143.0,Retail Store,10568.0,76.0,113.5,5572503.0,3076446.5,2496056.0,0.0,Compliant,Not outlier,254.87,2.37,3,103,15.533354882600024
187,295,NonResidential,Other,Downtown,1955,1.0,15,230880,0,230880,Other,203000.0,Without,0.0,Without,0.0,,962.0999756,62197176.0,0.0,62197171.0,0.0,Compliant,Not outlier,433.6,1.88,1,61,17.94582015474945
191,300,SPS-District K-12,Education,Greater duwamish,2007,1.0,3,204961,0,204961,Education,204961.0,Without,0.0,Without,0.0,94.0,88.09999847,8190809.0,0.0,4528726.0,3662082.0,Error - Correct Default Data,Not outlier,226.06,1.1,1,9,15.918523229949708
192,302,NonResidential,Other,Magnolia / queen anne,1973,1.0,1,76086,0,76086,Other,77810.0,Without,0.0,Without,0.0,,86.09999847,3267564.0,0.0,1563366.0,1704198.0,Compliant,Not outlier,101.41,1.33,1,43,14.999555311128786
193,313,NonResidential,Medical Office,Magnolia / queen anne,1927,1.0,5,190000,39000,151000,Hospital/Residential Care Facility,146741.0,Office,9805.0,Without,0.0,1.0,443.0,28731502.0,0.0,18745441.0,9986059.0,Compliant,Not outlier,661.04,3.48,2,89,17.17350470943578
194,314,NonResidential,Hotel,Downtown,1961,1.0,4,122309,0,122309,Hotel,122309.0,Without,0.0,Without,0.0,8.0,326.6000061,25453690.0,0.0,6322533.0,19131155.0,Compliant,Not outlier,1060.13,8.67,1,55,17.052371280627565
195,315,Campus,Other,Downtown,1995,4.0,3,215476,0,215476,Other,217088.0,Without,0.0,Without,0.0,,248.8999939,24017770.0,0.0,13788853.0,10228916.0,Compliant,Not outlier,639.39,2.97,1,21,16.994304531005692
197,317,Nonresidential COS,Other,Downtown,1980,1.0,2,69400,0,69400,Entertainment,69400.0,Without,0.0,Without,0.0,,541.7000122,14833476.0,0.0,10534370.0,4299104.0,Compliant,Not outlier,301.76,4.35,1,36,16.512397076399633
198,318,NonResidential,Mixed Use Property,Downtown,1900,1.0,1,62900,0,62900,Restaurant/Bar,32494.0,Other,29793.0,Retail Store,3384.300049,,286.7000122,10394330.0,0.0,3787933.0,6606397.0,Compliant,Not outlier,377.27,6.0,3,116,16.156771023132542
199,319,NonResidential,Office,Downtown,1914,1.0,4,56500,0,56500,Office,33000.0,Retail Store,7000.0,Without,0.0,98.0,84.5,1380293.625,492761.8125,887532.0,0.0,Compliant,Not outlier,44.22,0.78,2,102,14.137806806239821
200,320,NonResidential,Warehouse,Greater duwamish,2008,1.0,4,203504,0,203504,Warehouse,159372.0,Other,44132.0,Without,0.0,72.0,58.40000153,3785282.5,0.0,3785282.0,0.0,Compliant,Not outlier,26.39,0.13,2,8,15.146631078792415
201,322,NonResidential,Office,Downtown,1968,1.0,3,100734,26731,74003,Office,100734.0,Without,0.0,Without,0.0,20.0,305.1000061,9788717.0,0.0,9788716.0,0.0,Compliant,Not outlier,68.24,0.68,1,48,16.096740953824643
202,323,NonResidential,Office,Downtown,1981,1.0,4,77662,18504,59158,Office,62108.0,Parking,17570.0,Without,0.0,57.0,228.8999939,5007401.0,0.0,4286102.0,721298.0,Compliant,Not outlier,68.19,0.88,2,35,15.426427575982192
203,324,NonResidential,Office,Downtown,1978,1.0,12,234000,21790,212210,Office,173786.0,Laboratory,29865.0,Parking,25373.0,39.0,276.6000061,18661606.0,0.0,18246151.0,415452.0,Compliant,Not outlier,149.27,0.64,4,38,16.74197881613227
205,327,NonResidential,Retail Store,Downtown,1925,1.0,10,693450,0,693450,Retail Store,361107.0,Office,332343.0,Without,0.0,93.0,173.6999969,40062888.0,21230.80078,37497068.0,2544584.0,Compliant,Not outlier,398.19,0.57,2,91,17.50596097746566
207,329,NonResidential,Office,Downtown,2000,1.0,23,747747,205076,542671,Office,542461.0,Parking,219045.0,Restaurant/Bar,9337.0,90.0,164.6000061,30985420.0,0.0,27883939.0,3101477.0,Compliant,Not outlier,359.11,0.48,3,16,17.24902732923242
208,330,NonResidential,Office,Downtown,1926,1.0,10,63409,7757,55652,Office,45260.0,Retail Store,6187.0,Without,0.0,90.0,131.6999969,3444270.0,2086424.75,1357845.0,0.0,Compliant,Not outlier,170.51,2.69,2,90,15.052222538669401
209,331,NonResidential,Office,Downtown,1930,1.0,17,204790,30000,174790,Office,142034.0,Entertainment,17070.0,Retail Store,14666.0,91.0,127.8000031,7739699.0,0.0,6736076.0,1003622.0,Compliant,Not outlier,100.26,0.49,4,86,15.861873355920828
210,332,NonResidential,Office,Downtown,1916,1.0,5,73399,0,73399,Office,51557.0,Retail Store,9976.0,Without,0.0,61.0,191.6999969,3757006.0,0.0,3757005.0,0.0,Compliant,Not outlier,26.19,0.36,2,100,15.13913292157373
211,333,NonResidential,Office,Downtown,1969,1.0,20,265851,32334,233517,Office,226454.0,Parking,29214.0,Without,0.0,90.0,146.6999969,14633233.0,6568832.0,8064399.0,0.0,Compliant,Not outlier,563.25,2.12,2,47,16.498805732861758
212,334,NonResidential,Office,Downtown,2009,1.0,25,758043,228668,529375,Office,582725.0,Parking,191082.0,Without,0.0,95.0,142.3999939,27018020.0,0.0,26131643.0,886373.0,Compliant,Not outlier,229.25,0.3,2,7,17.11201460875873
215,337,NonResidential,Office,Downtown,1990,1.0,16,480840,141600,339240,Office,311736.0,Parking,123356.0,Sport center,18239.0,94.0,164.6000061,17867002.0,0.0,17733276.0,133724.0,Compliant,Not outlier,130.73,0.27,5,26,16.69846610585351
216,339,NonResidential,Office,Downtown,1900,1.0,7,89550,0,89550,Office,64712.0,Retail Store,10058.0,Meeting Hall,7030.0,85.0,141.6000061,3903259.75,348386.8125,3554872.0,0.0,Compliant,Not outlier,51.67,0.58,3,116,15.177322595319048
217,340,NonResidential,Office,Downtown,1900,1.0,6,89355,0,89355,Office,82355.0,Retail Store,7000.0,Without,0.0,66.0,145.3999939,4178233.5,0.0,4116601.0,61632.0,Compliant,Not outlier,31.97,0.36,2,116,15.245399107521655
218,341,NonResidential,Office,Downtown,1922,1.0,15,388934,0,388934,Office,388934.0,Without,0.0,Without,0.0,89.0,144.0,18576900.0,1192343.75,17384553.0,0.0,Compliant,Not outlier,213.23,0.55,1,94,16.737429431358567
219,342,NonResidential,Office,Downtown,1929,1.0,22,384302,0,384302,Office,348969.0,Retail Store,3291.899902,Restaurant/Bar,1437.0,98.0,89.30000305,10062436.0,0.0,10062435.0,0.0,Compliant,Not outlier,70.15,0.18,3,87,16.124319840440283
220,343,NonResidential,Office,Downtown,1958,1.0,17,378525,84600,293925,Office,236827.0,Parking,83311.0,Restaurant/Bar,14679.0,69.0,240.8999939,24906132.0,10921066.0,13985064.0,0.0,Compliant,Not outlier,940.47,2.48,2,58,17.030624596176914
222,346,NonResidential,Office,Downtown,1986,1.0,41,589921,129432,460489,Office,470416.0,Parking,107667.0,Education,10290.0,84.0,160.6999969,24603420.0,0.0,24603417.0,0.0,Compliant,Not outlier,171.52,0.29,3,30,17.01839601562984
223,347,NonResidential,Office,Downtown,1950,1.0,6,91091,1392,89699,Office,89699.0,Parking,1392.0,Without,0.0,,53.90000153,1835804.875,480784.0,1355021.0,0.0,Compliant,Not outlier,46.56,0.51,2,66,14.422993567281631
224,348,NonResidential,Office,Downtown,1968,1.0,8,157941,62993,94948,Office,84838.0,Parking,15401.0,Without,0.0,81.0,138.5,3743228.5,0.0,3743228.0,0.0,Compliant,Not outlier,26.1,0.17,2,48,15.135459032311527
226,350,NonResidential,Office,Downtown,1958,1.0,6,172842,25920,146922,Office,99890.0,Data Center,39336.0,Parking,25000.0,,909.5999756,41399504.0,0.0,39794668.0,1604831.0,Non-Compliant,High outlier,362.66,2.1,3,58,17.538779458047447
227,351,NonResidential,Office,Downtown,1980,1.0,34,776762,162604,614158,Office,606050.0,Parking,154947.0,Without,0.0,81.0,168.3000031,32552428.0,0.0,32457349.0,95076.0,Compliant,Not outlier,231.32,0.3,2,36,17.298362516770887
229,353,NonResidential,Office,Downtown,1969,1.0,49,1123435,368980,754455,Office,808980.0,Parking,232248.0,Other,30329.0,89.0,149.0,45163308.0,0.0,38378889.0,6784415.0,Compliant,Not outlier,627.87,0.56,5,47,17.62579554522734
230,354,NonResidential,Office,Downtown,2002,1.0,37,1052469,164420,888049,Office,765351.0,Parking,185581.0,Office,103478.0,93.0,145.3000031,41213584.0,0.0,41213579.0,0.0,Compliant,Not outlier,287.32,0.27,11,14,17.534278468715637
232,356,NonResidential,Office,Downtown,1907,1.0,8,201480,0,201480,Office,161762.0,Retail Store,29094.0,Warehouse,10624.0,91.0,123.5,8921778.0,1619966.875,7301810.0,0.0,Compliant,Not outlier,175.95,0.87,3,109,16.004005812047396
233,357,Nonresidential COS,Office,Downtown,1990,1.0,63,1354987,159600,1195387,Office,1191115.0,Parking,159599.0,Other,18656.0,89.0,158.1000061,61576184.0,0.0,61576180.0,0.0,Compliant,Not outlier,429.27,0.32,2,26,17.935785730369037
234,358,Nonresidential COS,Office,Downtown,2001,1.0,14,310490,0,310490,Office,269284.0,Other,28394.0,Data Center,600.0,,187.5,21169502.0,0.0,16124036.0,5045465.0,Compliant,Not outlier,380.37,1.23,3,15,16.868072118979846
235,359,Nonresidential COS,Office,Downtown,2003,1.0,8,199530,30660,168870,Office,160418.0,Parking,18590.0,Other,17480.0,69.0,178.1000061,13214416.0,0.0,8738965.0,4475451.0,Compliant,Not outlier,298.61,1.5,4,13,16.396818912838196
236,360,NonResidential,Office,Downtown,2006,1.0,13,372242,52703,319539,Office,319539.0,Parking,52703.0,Without,0.0,98.0,119.0999985,13843866.0,0.0,11248986.0,2594878.0,Compliant,Not outlier,216.24,0.58,2,10,16.443352804407084
237,361,NonResidential,Office,Downtown,1909,1.0,7,114395,8296,106099,Office,96582.0,Without,0.0,Without,0.0,99.0,65.40000153,2746560.75,0.0,1640689.0,1105871.0,Compliant,Not outlier,70.17,0.61,1,107,14.825860050580811
238,363,NonResidential,Retail Store,Northeast,1978,1.0,2,89200,0,89200,Retail Store,89200.0,Without,0.0,Without,0.0,83.0,204.8999939,6461937.0,0.0,5499125.0,962811.0,Compliant,Not outlier,89.47,1.0,1,38,15.681439676015435
239,364,NonResidential,Office,Northeast,1971,1.0,23,474546,0,474546,Office,474546.0,Without,0.0,Without,0.0,77.0,188.3000031,28450436.0,0.0,28450433.0,0.0,Compliant,Not outlier,198.34,0.42,1,45,17.163674043550994
240,365,NonResidential,Other,Northeast,1969,1.0,5,36000,0,36000,Data Center,36000.0,Without,0.0,Without,0.0,96.0,2620.0,30038490.0,0.0,30038487.0,0.0,Compliant,Not outlier,209.41,5.82,1,47,17.21799011728523
241,366,NonResidential,Office,Northeast,1961,1.0,5,99005,0,99005,Office,79555.0,Without,0.0,Without,0.0,70.0,137.6000061,4728488.5,0.0,2863212.0,1865277.0,Compliant,Not outlier,119.03,1.2,1,55,15.36911615337384
242,367,NonResidential,Office,Northeast,2002,1.0,6,135051,44248,90803,Office,95943.0,Parking,42500.0,Without,0.0,88.0,144.8999939,4426136.0,0.0,4426136.0,0.0,Compliant,Not outlier,30.86,0.23,2,14,15.303037526640257
244,369,NonResidential,Self-Storage Facility,Downtown,1964,1.0,5,93660,0,93660,Self-Storage Facility,93660.0,Without,0.0,Without,0.0,,29.29999924,873221.875,0.0,873222.0,0.0,Compliant,Not outlier,6.09,0.07,1,52,13.679944954878726
245,370,NonResidential,Office,Downtown,1980,1.0,18,413715,64660,349055,Office,348270.0,Parking,69634.0,Without,0.0,79.0,218.3999939,24224888.0,0.0,24224886.0,0.0,Compliant,Not outlier,168.88,0.41,2,36,17.002891092407403
246,371,NonResidential,Mixed Use Property,Downtown,2000,1.0,11,381381,195621,185760,Parking,182820.0,Office,164192.0,Sport center,37782.0,94.0,150.8999939,9765777.0,0.0,9671822.0,93954.0,Compliant,Not outlier,72.42,0.19,3,16,16.094394689019875
247,372,NonResidential,Office,Downtown,1988,1.0,20,497513,118744,378769,Office,367623.0,Parking,114510.0,Without,0.0,65.0,227.8999939,26823218.0,0.0,26602310.0,220905.0,Compliant,Not outlier,197.19,0.4,2,28,17.10477841370593
248,373,NonResidential,Office,Downtown,1979,1.0,24,543876,116721,427155,Office,424044.0,Parking,107300.0,Without,0.0,79.0,187.3999939,25307744.0,0.0,25307741.0,0.0,Compliant,Not outlier,176.43,0.32,2,37,17.046620993819214
249,374,NonResidential,Mixed Use Property,Downtown,1980,1.0,4,109347,38700,70647,Laboratory,42389.0,Parking,38700.0,Office,28258.0,,343.6000061,8218155.5,0.0,7484659.0,733496.0,Compliant,Not outlier,91.13,0.83,3,36,15.921856350125278
250,375,NonResidential,Office,Downtown,1982,1.0,6,396626,124216,272410,Office,274002.0,Parking,122624.0,Without,0.0,64.0,233.3000031,20361158.0,0.0,20361156.0,0.0,Compliant,Not outlier,141.95,0.36,2,34,16.829139624257103
251,376,NonResidential,Office,Downtown,2002,1.0,6,287471,83591,203880,Office,191814.0,Parking,72178.0,Restaurant/Bar,5322.0,74.0,235.1000061,14913424.0,0.0,14913422.0,0.0,Compliant,Not outlier,103.97,0.36,4,14,16.517772304910523
252,377,NonResidential,Office,Downtown,1947,1.0,3,192630,48512,144118,Office,146157.0,Parking,48199.0,Without,0.0,94.0,112.4000015,5357833.0,0.0,5169641.0,188191.0,Compliant,Not outlier,46.03,0.24,2,69,15.49407016025455
253,379,NonResidential,Office,Downtown,1984,1.0,8,253103,61986,191117,Office,158681.0,Parking,70190.0,Other,21782.0,3.0,506.1000061,29949248.0,0.0,29949243.0,0.0,Compliant,Not outlier,208.79,0.82,4,32,17.215014773696318
254,381,NonResidential,Supermarket/Grocery Store,Northwest,1956,1.0,1,60880,0,60880,Supermarket/Grocery Store,61666.0,Without,0.0,Without,0.0,54.0,518.7999878,14293972.0,0.0,8125218.0,6168753.0,Compliant,Not outlier,384.27,6.31,1,60,16.475348467896282
